tanggal,judul,narasi,author,label
"detikTravelSabtu, 23 Des 2023 14:38 WIB","Ortu Kena Covid, Sandiaga Imbau Masyarakat Tertib Masker",Kabar kurang menyenangkan menimpa Menparekraf Sandiaga Uno. Orang tuanya kena Covid-19 yang kembali merambah dan ia menghimbau masyarakat kembali tertib masker.,detikTravel,1
"detikHealthSabtu, 23 Des 2023 13:00 WIB","Gelombang COVID-19 di Singapura Disebut Telah Lewati Puncak, RI Apa Kabar?","Gelombang COVID di Singapura disebut telah melalui puncaknya lantaran total kasus menurun beberapa hari terakhir. Sama-sama diterpa varian JN.1, RI apa kabar?",detikHealth,1
"detikHealthSabtu, 23 Des 2023 09:00 WIB","Gejala Khas Varian JN.1, Disebut-sebut Jadi Biang Kerok COVID-19 Naik Lagi di RI","Kenaikan kasus COVID-19 di RI kali ini disebut-sebut berkaitan dengan varian JN.1. Ada 1 gejala khas infeksi JN.1 yang terlihat pada lidah, seperti apa?",detikHealth,1
"detikHealthJumat, 22 Des 2023 19:01 WIB",Kemenkes Prediksi Lebih dari 100 Juta Orang Mudik Nataru saat COVID 'Ngegas' Lagi,"Kemenkes RI menyoroti, akan ada lebih dari 100 juta orang melakukan perjalanan di momen libur Nataru kali ini. Melihat kasus COVID lagi 'ngegas' lagi, amankah?",detikHealth,1
"detikHealthJumat, 22 Des 2023 18:32 WIB",Cerita Wanita Isolasi Diri 3 Tahun Selama Pandemi COVID-19,"Seorang wanita di Inggris, terpaksa mengisolasi diri tiga tahun gegara pandemi COVID-19. Sempat depresi berat gegara mengidap banyak penyakit, begini kisahnya.",detikHealth,1
"detikHealthJumat, 22 Des 2023 17:01 WIB","Menkes Sebut Varian 'JN.1' Dominan di RI, Kasus Bakal Mereda pada Februari 2024","COVID-19 varian JN.1 cepat menyebar dan mendominasi total kasus konfirmasi di RI. Jadi 'biang kerok' lonjakan COVID-19 Singapura, bagaimana risikonya di RI?",detikHealth,1
"detikHealthJumat, 22 Des 2023 16:32 WIB",Kata Menkes soal Kondisi COVID-19 di RI: Tembus 2.000 Kasus Per Minggu,"Menkes mengungkap RI mengalami peningkatan COVID-19 beberapa waktu terakhir. Disebutkannya, kasus COVID-19 di RI mencapai lebih dari 2.000 kasus per minggu.",detikHealth,1
"detikJabarJumat, 22 Des 2023 16:31 WIB",Waspada! COVID-19 di Jabar Meningkat Jelang Nataru,Dinas Kesehatan Jawa Barat meminta masyarakat mewaspadai penyebaran COVID-19 jelang Natal dan Tahun Baru (Nataru).,detikJabar,1
"detikHealthJumat, 22 Des 2023 15:31 WIB",Dinkes DKI Ungkap COVID-19 JN.1 Lebih Menular daripada Varian Lain,"Dinkes mengatakan COVID-19 varian JN.1 memiliki karakteristik lebih menular dibandingkan varian lainnya. Meski begitu, tingkat keparahannya tergolong rendah.",detikHealth,1
"detikHealthJumat, 22 Des 2023 13:30 WIB",Kemenkes RI Siagakan 15 Ribu Faskes Jelang Libur Nataru,Kemenkes telah menyiagakan 15.645 faskes untuk libur Natal dan Tahun Baru. Hal ini bertujuan untuk mengantisipasi munculnya kondisi darurat selama mobilitas.,detikHealth,1
"detikFinanceJumat, 22 Des 2023 10:54 WIB",Luhut Ungkap Masalah Utama RI 5 Tahun ke Depan: Pangan!,"Menko Marves Luhut Binsar Pandjaitan mengatakan, Indonesia bakal menghadapi tantangan pangan dalam 5 tahun ke depan.",detikFinance,1
"detikHealthJumat, 22 Des 2023 10:32 WIB",Puncak COVID-19 Varian JN.1 di RI Diprediksi Terjadi Lebih Lama hingga 3 Pekan,"Kasus kematian COVID-19 bertambah menjadi 9 orang, mungkinkan tren perawatan di RS dan ICU akibat COVID-19 melonjak pasca temuan JN.1?",detikHealth,1
"detikHealthJumat, 22 Des 2023 10:00 WIB",Dinkes DKI Ungkap Gejala Khas Pasien COVID-19 JN.1 yang Muncul di Lidah,"Dinkes DKI membeberkan sudah ada 38 kasus COVID-19 varian JN.1 di DKI Jakarta selama 2023. Ia menyebut varian ini memiliki gejala khas, bisa dilihat di lidah.",detikHealth,1
"detikHealthJumat, 22 Des 2023 06:26 WIB","Kasus Baru COVID Mingguan Singapura di RS-ICU Melonjak, Tertinggi Sepanjang 2023","Singapura mencatat lonjakan kasus baru COVID-19 mingguan, menjadi yang tertinggi sepanjang 2023. Apa pemicunya?",detikHealth,1
"detikJabarKamis, 21 Des 2023 19:15 WIB",Seorang Mahasiswa Cianjur Terkonfirmasi Positif COVID-19,Kasus COVID-19 kembali muncul di Kabupaten Cianjur. Seorang mahasiswa Cianjur yang kuliah di Jakarta terkonfirmasi positif COVID-19 usai menjalani test PCR.,detikJabar,1
"detikJatimKamis, 21 Des 2023 19:00 WIB",Pakar Unair Prediksi Tak Ada Kenaikan COVID-19 Usai Libur Nataru,"Pakar Biomolekuler Unair meminta masyarakat tidak perlu khawatir, di memprediksi tidak ada lonjakan COVID-19 pasca-Natal karena virusnya tidak ganas. Tapi...",detikJatim,1
"detikHealthKamis, 21 Des 2023 18:30 WIB",Prediksi Pakar Epidemiologi Terkait Lonjakan Kasus COVID-19 di RI saat Nataru,Epidemiolog memprediksi puncak kasus COVID-19 di momen Nataru akan berada pada Januari 2024. Ia menyebutkan bahwa gelombang kasus yang muncul termasuk kecil.,detikHealth,1
"detikNewsKamis, 21 Des 2023 18:00 WIB","Kemenkes Minta Pemda Siaga COVID-19, Bupati Bogor Tunggu Arahan Pusat",Kemenkes meminta pemda mewaspadai lonjakan kasus COVID-19. Pemkab Bogor masih menunggu instruksi pemerintah pusat.,detikNews,1
"detikHealthKamis, 21 Des 2023 16:00 WIB","RI Kemasukan Varian JN.1, Kasus COVID-19 Bakal Melonjak Seperti Singapura?",Kementerian Kesehatan RI berbicara soal potensi lonjakan kasus COVID-19 yang terjadi selama Nataru. Kemenkes meminta warga tak khawatir namun tetap waspada.,detikHealth,1
"detikHealthKamis, 21 Des 2023 14:38 WIB",Kemenkes Bicara Kemungkinan Masuk Mal Perlu Scan SatuSehat usai COVID Naik Lagi,COVID-19 di RI kembali ngegas beberapa waktu belakangan. Apakah masuk gedung hingga mal perlu scan menggunakan aplikasi SatuSehat seperti dulu?,detikHealth,1
"detikHealthKamis, 21 Des 2023 13:30 WIB","Kasus COVID 'Ngegas' di Malaysia, Diprediksi Baru Reda Sebulan ke Depan","Malaysia dihantam kenaikan kasus COVID-19, disebut-sebut gegara varian EG.5 yang masih 'turunan' Omicron'. Begini kata dokter soal situasi pasien COVID di sana.",detikHealth,1
"detikHealthKamis, 21 Des 2023 13:00 WIB","Ngebet Liburan Meski COVID RI Lagi Nanjak? Boleh Saja, Tapi Catat Pesan Kemenkes",Kasus COVID-19 mulai nanjak lagi tapi masih ingin liburan Natal dan Tahun Baru? Begini pesan Kemenkes RI agar aman selama perjalanan liburan.,detikHealth,1
"detikHealthKamis, 21 Des 2023 11:18 WIB","Kasus Covid-19 RI Naik, KAI Terapkan Aturan Perjalanan",Kasus Covid-19 di Indonesia kembali melonjak. PT Kereta Api Indonesia menerapkan sejumlah pencegahan penularan Covid-19.,detikHealth,1
"detikHealthKamis, 21 Des 2023 11:11 WIB","Daftar Gejala COVID-19 Varian JN.1, Rentan Dikira Flu Biasa","Varian JN.1 telah memicu kenaikan kasus COVID-19 di sejumlah negara, termasuk Indonesia dan Singapura. Lantas apa saja gejala khas dari infeksi varian ini?",detikHealth,1
"detikJatimKamis, 21 Des 2023 10:50 WIB","Kasus COVID-19 di Surabaya Meningkat, Warga Diimbau Tetap Tenang","Kasus COVID-19 di Surabaya mencapai 355 kasus per 20 Desember 2023. Namun warga diimbau tidak khawatir, karena varian saat ini tidak ganas.",detikJatim,1
"detikHealthKamis, 21 Des 2023 10:29 WIB","Jaksa Agung Texas Gugat Pfizer, Tuding Bohong soal Efektivitas Vaksin COVID","Perusahaan farmasi Pfizer digugat oleh Jaksa Agung Texas, Amerika Serikat. Gugatan tersebut terkait klaim efektivitas vaksin COVID-19.",detikHealth,1
"detikHealthKamis, 21 Des 2023 09:38 WIB",Pasien COVID-19 Tak Boleh Keluyuran Meski Pakai Masker! Isoman Dulu 3-5 Hari,"Meski penularan COVID-19 bisa dicegah dengan memakai masker, bukan berarti pasien bebas keluyuran tanpa isoman terlebih dulu. Begini pesan Kemenkes RI.",detikHealth,1
"detikSumbagselKamis, 21 Des 2023 09:01 WIB","Dinkes Palembang Umumkan Kasus COVID-19 Nihil, Warga Diminta Tetap Waspada","Dinkes Palembang menyatakan kasus Covid-19 nihil. Hal itu setelah salah satu psien virus corona sudah sembuh. Namun, dinkes tetap meminta untuk waspada.",detikSumbagsel,1
"detikHealthKamis, 21 Des 2023 08:04 WIB","Sudah Menyebar di DKI, WHO Beri Warning soal Penularan COVID-19 Varian JN.1","WHO mewanti-wanti soal varian JN.1 yang menyebar di beberapa negara, termasuk RI. Pihaknya mengatakan ini lebih cepat menyebar dibandingkan varian lainnya.",detikHealth,1
"detikHealthKamis, 21 Des 2023 07:30 WIB",Imbauan Terbaru KAI soal Masker Pasca COVID-19 RI Naik Lagi,"Kasus COVID-19 di Indonesia masih meningkat signifikan, PT KAI bicara soal kemungkinan regulasi baru termasuk penerapan kembali wajib masker.",detikHealth,1
"detikHealthKamis, 21 Des 2023 06:30 WIB","Sudah Masuk RI, Ini Fakta-fakta Varian JN.1 yang Bikin COVID Naik di Singapura","Varian JN.1, yang disebut-sebut memicu lonjakan kasus COVID di Singapura beberapa waktu terakhir sudah masuk Indonesia. Ini fakta-fakta seputarnya.",detikHealth,1
"detikNewsRabu, 20 Des 2023 21:22 WIB",Waka MPR Dorong Kesadaran Masyarakat pada Potensi Penyebaran COVID-19,Wakil Ketua MPR RI Lestari Moerdijat menyebutkan solidaritas jadi kunci dalam mengantisipasi penyebaran COVID-19 di Indonesia.,detikNews,1
"detikHealthRabu, 20 Des 2023 19:00 WIB",Kasus Langka! Remaja 15 Tahun Lumpuh Pita Suara gegara Infeksi COVID-19,"Seorang remaja berusia 15 tahun di Massachusetts, Amerika Serikat, mengidap kelumpuhan pada pita suaranya setelah terinfeksi COVID-19. Begini kisahnya.",detikHealth,1
"detikJogjaRabu, 20 Des 2023 14:39 WIB","Kasus COVID-19 di DIY Naik, Dinkes Kirim Vaksin ke Fasyankes","Hingga saat ini, Dinkes DIY melaporkan total ada 61 kasus COVID-19.",detikJogja,1
"detikHotRabu, 20 Des 2023 14:34 WIB",WHO Sebut Risiko Kesehatan Covid-19 Varian JN.1 Dinilai Masih Rendah,Pasien kasus Covid-19 varian JN.1 capai 41 orang. Kemenkes pastikan gejala yang dikeluhkan pasien tak lebih parah dibandingkan varian sebelumnya.,detikHot,1
"detikHealthRabu, 20 Des 2023 12:36 WIB","Kasusnya Masih Nanjak, 763 Orang di Singapura Dirawat di RS gegara COVID-19",Jumlah kasus COVID-19 di Singapura dalam sepekan terakhir berada di 7.730 pada pantauan 12 hingga 17 Desember 2023. Mulai melewati puncak?,detikHealth,1
"detikJogjaRabu, 20 Des 2023 11:46 WIB",Dinkes Catat 61 Kasus COVID-19 di DIY,Kepala Dinkes DIY Pembajun Setyaningastutie mengungkapkan tercatat ada 61 kasus COVID-19 di DIY sampai hari ini.,detikJogja,1
"detikJatimRabu, 20 Des 2023 10:35 WIB",Walkot Eri Terbitkan SE Waspada COVID-19 Meningkat Jelang Nataru 2024,Wali Kota Surabaya Eri Cahyadi mengantisipasi beberapa negara tetangga kasus COVID-19 meningkat. Salah satunya dengan surat edaran (SE) menekan penularan.,detikJatim,1
"detikJabarMinggu, 21 Jan 2024 15:01 WIB","Semangat Belajar Firmansyah, Rela Ngojek dan Jualan Demi Ongkos Kuliah","Firmansyah, alias Iman, pemuda tangguh asal Kabupaten Bandung ini penuh semangat berjualan hingga ngojek agar bisa terus kuliah di Universitas Garut.",detikJabar,1
"detikFinanceMinggu, 21 Jan 2024 11:15 WIB","Hotman-Inul Protes Pajak Hiburan 75%, Kepala Daerah Kini Bisa Kasih Insentif","Tingginya Pajak Barang dan Jasa Tertentu (PBJT) untuk jasa hiburan pada diskotik, karaoke, kelab malam, bar dan mandi uap/spa menuai protes dari pelaku usaha.",detikFinance,1
"detikSportMinggu, 21 Jan 2024 08:50 WIB","Marc Marquez di Gresini, Si Bayi Alien yang Coba Berbahagia Lagi",Marc Marquez mengakui dirinya kesulitan di MotoGP dalam beberapa musim terakhir. Gabung Gresini Racing menjadi cara The Baby Alien menemukan kebahagiannya lagi.,detikSport,1
"detikBaliMinggu, 21 Jan 2024 08:40 WIB","Kemenparekraf Bidik 1,5 Juta Kunjungan Turis China ke Bali pada 2024","Kemenparekraf membidik kunjungan wisatawan mancanegara (wisman) asal China ke Bali mencapai 1,5 juta orang pada 2024.",detikBali,1
"detikSulselSabtu, 20 Jan 2024 21:00 WIB","Pengering Tangan di Toilet Umum Ternyata Penuh Bakteri, Ini Buktinya","Alat pengering tangan cukup efektif membuat tangan cepat kering. Namun, rupanya pengering tangan ini justru bisa menyemprotkan kembali mikroba ke kulit kita.",detikSulsel,1
"detikSulselSabtu, 20 Jan 2024 19:30 WIB","Wanita di Makassar Lapor Ditipu Transaksi Travel, Kecewa Hasil Penyelidikan",Wanita bernama Cathren di Makassar mengaku menjadi korban penipuan wanita bernama Herlina yang sempat mengaku sebagai pemilik sebuah travel.,detikSulsel,1
"detikJabarSabtu, 20 Jan 2024 19:00 WIB",Hiburan Sederhana Ala Didin 'Openg' di Gang RS Mata,Alunan musik dari sound system yang diputar Didin Saripudin membuat warga larut ikut bergoyang atau tepat di depan Gang RS Mata. Didin Saprudin (49).,detikJabar,1
"detikNewsSabtu, 20 Jan 2024 14:44 WIB",Kepala Kepolisian Seoul Didakwa Kelalaian Atas Tragedi Itaewon,"Kepala Kepolisian Metropolitan Seoul, Kim Kwang Ho, didakwa melakukan kelalaian profesional atas tragedi mematikan saat Halloween di Itaewon tahun 2022 lalu.",detikNews,1
"detikHealthSabtu, 20 Jan 2024 14:00 WIB","Kata Pakar soal Pandemi Baru 'Disease X', 20 Kali Lebih Mematikan dari COVID","Pakar kesehatan menyoroti potensi kemunculan 'Disease X' sebagai biang kerok pandemi baru. Dikhawatirkannya, penyakit ini 20 kali lebih mematikan dari COVID-19.",detikHealth,1
"detikBaliSabtu, 20 Jan 2024 12:48 WIB","Bertemu Pj Gubernur Bali, KSP Moeldoko 'Tagih' Target Kendaraan Listrik","Penjabat (Pj) Gubernur Bali Sang Made Mahendra mengikuti rapat koordinasi bersama Kepala Staf Presiden (KSP) Moeldoko di Jakarta, Rabu (17/1/2024).",detikBali,1
"detikNewsSabtu, 20 Jan 2024 12:32 WIB",Jokowi Pamer RI Mampu Hadapi Covid-19 di Harlah Muslimat NU,Presiden Joko Widodo (Jokowi) mengenang tantangan yang dihadapi Indonesia saat pandemi Covid-19.,detikNews,1
"detikJabarSabtu, 20 Jan 2024 09:00 WIB",Unpad Ciptakan Alat Pendeteksi Janin Portable Berbasis IoT,Universitas Padjadjaran (Unpad) mengembangkan sebuah alat pendeteksi kondisi kesehatan janin yang dinamai Detect Me.,detikJabar,1
"detikNewsSabtu, 20 Jan 2024 08:20 WIB","Di Panggung Muslimat NU, Jokowi Ungkap Telah Gelontorkan Bansos Rp 443 T","""Dan momentum ini harus terus kita pertahankan, harus terus kita tingkatkan, untuk menggapai cita-cita kita Indonesia Emas di tahun 2045,"" kata Jokowi.",detikNews,1
"detikFinanceSabtu, 20 Jan 2024 07:28 WIB",Sudah Tahu Belum Utang Pemerintah Tembus Rp 8.144 Triliun? Nih Datanya,"Kementerian Keuangan (Kemenkeu) mencatat utang pemerintah sampai 31 Desember 2023 mencapai Rp 8.144,69 triliun. Cek di sini datanya.",detikFinance,1
"detikTravelSabtu, 20 Jan 2024 07:04 WIB",Medan Zoo Merana karena Minim Pemasukan? Disarankan Belajar ke Ragunan,"Medan Zoo mengalami sederet masalah, mulai dari finansial, fasilitas, hingga disebut kalah bersaing dengan wisata lainnya. Apalagi jika disandingkan Ragunan.",detikTravel,1
"detikBaliJumat, 19 Jan 2024 23:30 WIB","Lowongan Kerja Posisi Guru di Bali, Ada yang Minimal Pendidikan SMA","Berikut adalah 4 lowongan pekerjaan dengan posisi guru di Bali. Jangan lupa untuk mendaftarkan diri, ya!",detikBali,1
"detikJabarJumat, 19 Jan 2024 20:28 WIB","15 Tahun Berkiprah, Majelis Sastra Bandung Tetap Eksis","15 tahun sudah, Majelis Sastra Bandung (MSB) berkiprah. Sempat vakum selama tiga tahun di musim pandemi COVID-19. Komunitas ini kini tetap eksis.",detikJabar,1
"detikJatimJumat, 19 Jan 2024 19:46 WIB",Di Depan Muslimat NU Atikoh Buka-bukaan Taktik Ganjar-Mahfud Berantas Polio,"Siti Atikoh, istri Ganjar Pranowo meyakinkan ibu-ibu Muslimat NU bahwa suaminya dan Mahfud bisa membebaskan Indonesia dari polio demi menuju Indonesia Emas.",detikJatim,1
"detikEduJumat, 19 Jan 2024 19:30 WIB","Penyakit X Diprediksi Bakal Jadi Pandemi Berikutnya, Begini Kata Pakar dan WHO",Disease X atau penyakit X telah diperingatkan WHO sebagai potensi pandemi baru. Apa itu penyakit X?,detikEdu,1
"detikJabarJumat, 19 Jan 2024 17:49 WIB","Pajak Hiburan Naik, Airlangga: Kepala Daerah Punya Diskresi","Menko Perekonomian Airlangga Hartarto buka-bukaan soal kenaikan pajak hiburan. Menurut Airlangga, kepala daerah memiliki untuk menentukan besaran pajak.",detikJabar,1
"detikFoodJumat, 19 Jan 2024 17:30 WIB",Kisah Sukses Penjual Seblak 'Mama Zafran' yang Hits di TikTok,"Penjual seblak banyak yang viral. Salah satunya Warung Mama Zafran yang penjualnya hits di TikTok. Dulunya hanya warung kecil, kini pindah ke ruko 2 lantai.",detikFood,1
"detikFinanceJumat, 19 Jan 2024 16:06 WIB","Hasil WEF 2024 di Davos, Bos WTO Respons Kondisi di Laut Merah",Hasil pertemuan forum ekonomi dunia (WEF) merespons kondisi di Laut Merah.,detikFinance,1
"detikHealthJumat, 19 Jan 2024 16:02 WIB","2 Tahun Populasi Menyusut Drastis, China Sulit Ubah Mindset Gen Z yang Ogah Nikah","Pasca menjadi negara dengan jumlah penduduk terbanyak di dunia, China kini dihadapi kenyataan menyusutnya populasi dalam dua tahun berturut-turut",detikHealth,1
"detikJogjaJumat, 19 Jan 2024 15:10 WIB",12+ Contoh Analytical Exposition Text: Pengertian dan Strukturnya,"Analytical exposition text adalah teks yang menguraikan gagasan penulis tentang suatu fenomena. Simak pengertian, struktur dan contohnya di sini.",detikJogja,1
"detikJabarJumat, 19 Jan 2024 15:00 WIB",Cinta Tulus Mak Diah Rawat Anak ODGJ di Tengah 'Kegelapan',Mak Diah (70) tetap setiap merawat anaknya yang mengalami gangguan jiwa meski di tengah keterbatasan penglihatannya.,detikJabar,1
"detikNewsJumat, 19 Jan 2024 14:30 WIB","Terungkap, Sertifikat Vaksin COVID Eks Presiden Brasil Ternyata Palsu",Eks Presiden Brasil Jair Bolsonaro kembali menjadi sorotan setelah terungkap sertifikat vaksinasi virus Corona (COVID-19) yang dimilikinya ternyata palsu.,detikNews,1
"detikHealthJumat, 19 Jan 2024 11:14 WIB","WHO Beri Warning Dunia soal 'Disease X', Diprediksi Jadi Next Pandemi","Organisasi Kesehatan Dunia (WHO) mewanti-wanti dunia untuk bersiap menghadapi Disease X, penyakit yang tidak diketahui dan berisiko menjadi pandemi berikutnya.",detikHealth,1
"detikFinanceJumat, 19 Jan 2024 10:19 WIB",Utang Pemerintah Akhir 2023 Tembus Rp 8.144 Triliun!,"Utang pemerintah sampai 31 Desember 2023 ditutup di angka Rp 8.144,69 triliun.",detikFinance,1
"detikTravelJumat, 19 Jan 2024 10:05 WIB","Pajak Hiburan Akan Ditunda Menko Luhut, Ini Kata Sandiaga",Menko Marves Luhut meminta untuk menunda kebijakan kenaikan pajak hiburan. Sandiaga Uno selaku Menparekraf merespon penundaan ini.,detikTravel,1
"detikJatimJumat, 19 Jan 2024 09:52 WIB",4 Hal soal Media Asing Sebut Khofifah Sosok Penentu Kemenangan Pilpres 2024,Khofifah disebut sebagai sosok penentu kemenangan di Pilpres 2024. Dukungan Khofifah pada Prabowo disebut bisa mengantarkan pada kemenangan satu putaran.,detikJatim,1
"detikHotJumat, 19 Jan 2024 09:17 WIB",Atta Halilintar Dirugikan Banget Jadi Korban Hoaks AI Promosi Judi Online,Hati-hati beredar video hoaks AI yang memperlihatkan Atta Halilintar dan Raffi Ahmad promosikan judi online. Atta Halilintar merasa sangat dirugikan.,detikHot,1
"detikFinanceJumat, 19 Jan 2024 08:30 WIB","Pasokan Listrik Jawa-Bali Luber, Apa Solusinya?","Pulau Jawa dan Bali mengalami kelebihan pasokan listrik. Oleh karena itu, perlu solusi untuk mengatasi persoalan tersebut.",detikFinance,1
"detikJatimJumat, 19 Jan 2024 08:00 WIB",Kala Khofifah Disebut Media Asing Sosok Penentu Kemenangan Pilpres 2024,Media asal Amerika Serikat Bloomberg menyebut Khofifah sosok penentu kemenangan Pilpres. Pengamat menilai sebutan itu layak disematkan ke Gubernur Jatim itu.,detikJatim,1
"detikJogjaJumat, 19 Jan 2024 06:45 WIB",Apresiasi AHY untuk Prabowo,"AHY memuji bagaimana Menhan Prabowo dinilai banyak berjasa, terutama saat pandemi COVID-19.",detikJogja,1
"detikFinanceJumat, 19 Jan 2024 06:00 WIB","Curhat Pengusaha Spa Kena Pajak Hiburan 40-75%, Merasa Dirampok",Pengusaha spa keberatan bisnisnya dikategorikan sebagai hiburan hingga dikenakan pajak 40-75%.,detikFinance,1
"detikTravelJumat, 19 Jan 2024 05:11 WIB","Kabar Baik dari China, Warganya bakal Liburan Lagi","Turis Tiongkok sempat mengalami penurunan di pasca pandemi. Perlahan tapi pasti, aktivitas pariwisata warga Tiongkok diperkirakan pulih bahkan meningkat.",detikTravel,1
"detikJabarKamis, 18 Jan 2024 23:30 WIB",Pajak Hiburan Malam di Cirebon Naik hingga 40 Persen,Cirebon telah menetapkan besaran PBJT yang ada di wilayahnya. Salah satunya pajak hiburan malam yang akan naik 40 persen.,detikJabar,1
"detikBaliKamis, 18 Jan 2024 21:48 WIB",Badung Rancang Aturan Pajak Hiburan Tetap 15 Persen,Pemerintah Kabupaten (Pemkab) Badung berencana akan memberikan keringanan pajak sebesar 25 persen dari nilai tarif pajak hiburan 40 persen.,detikBali,1
"detikJogjaKamis, 18 Jan 2024 20:36 WIB","AHY Soroti Prabowo Kurang Diapresiasi, Singgung Jasa Menhan Saat Pandemi",Ketum Demokrat AHY membeberkan jasa Menhan Prabowo Subianto saat masa pandemi COVID-19 yang kurang diapresiasi.,detikJogja,1
"detikHealthKamis, 18 Jan 2024 20:30 WIB",Gakeslab Minta Capres-Cawapres Terpilih Tingkatkan Produksi Alkes Dalam Negeri,"Berkaca pada pandemi, minimnya produksi alkes dalam negeri menjadi hambatan penanganan wabah. Ini pesan Gakeslab untuk capres hingga cawapres.",detikHealth,1
"detikFinanceKamis, 18 Jan 2024 20:15 WIB","Pengusaha Ungkap Ribuan Spa Tutup Akibat COVID, Kini Dihantui Pajak Tinggi!",Bisnis spa banyak yang tutup gara-gara pandemi COVID-19 dan kini dihantui pajak hiburan yang tinggi!,detikFinance,1
"detikJogjaKamis, 18 Jan 2024 19:28 WIB",AHY: Banyak yang Kurang Apresiasi Jasa Prabowo,Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) menilai banyak yang tidak menyadari jasa Prabowo sebagai Menhan. Begini penuturannya.,detikJogja,1
"detikNewsKamis, 18 Jan 2024 18:46 WIB",Dunia Hari Ini: Menlu Australia Bertemu Menlu Palestina Serukan Gencatan Senjata,"Kepada Menlu Palestina, Menlu Australia menyampaikan dukungannya untuk seruan gencatan senjata di Gaza, serta solusi dua negara antara Palestina dan Israel.",detikNews,1
"detikHealthKamis, 18 Jan 2024 18:30 WIB","Populasi China Makin Anjlok, Warga Ogah Punya Anak gegara Biaya Sekolah Mahal",Jumlah populasi di China kian anjlok gegara angka kelahiran terus merosot. Banyak warga di sana ogah menikah dan punya anak imbas mahalnya biaya sekolah anak.,detikHealth,1
"detikJatimKamis, 18 Jan 2024 17:17 WIB","Media Asing Sebut Khofifah Penentu Pilpres 2024, Begini Kata Pengamat Unair",Media asing menyebut Khofifah Indar Parawansa sosok penentu di Pilpres 2024. Begini pendapat pengamat politik Unair.,detikJatim,1
"detikHealthKamis, 18 Jan 2024 16:31 WIB","Lagi, Studi Baru Bawa Kabar Nggak Enak Buat yang Pernah Kena COVID",Studi baru mengungkap alasan pengidap long COVID-19 merasa kelelahan setelah beraktivitas. Ternyata ini pemicunya.,detikHealth,1
"detikJabarKamis, 18 Jan 2024 16:10 WIB",Pakar SBM ITB Soroti Peran Pebisnis dalam Penyelamatan Lingkungan,Isu lingkungan dan bisnis yang berkelanjutan menjadi topik yang dibahas dalam talkshow dua dekade SBM ITB. Bisnis sedianya menjadi penyelamat lingkungan.,detikJabar,1
"detikPropertiKamis, 18 Jan 2024 15:49 WIB",Mau Jual Properti Biar Cepat Laku? Ini 3 Tipsnya,"Menjual properti memang bukanlah hal yang mudah. Nah, kamu bisa mengikuti tips ini agar propertimu cepat laku terjual.",detikProperti,1
"detikNewsKamis, 18 Jan 2024 14:30 WIB",Kepemimpinan Digital dan Masa Depan Keamanan Siber Kita,"Kita butuh kepemimpinan digital yang berorientasi kerja konkret dan cepat, bukan hanya manis kata atau lihat bergimik, lalu gagasan menguap begitu saja.",detikNews,1
"detikFinanceKamis, 18 Jan 2024 13:29 WIB","Pasokan Listrik Jawa-Bali Luber, ESDM Dorong Tunda Operasi Beberapa Pembangkit","Direktur Jenderal Ketenagalistrikan Kementerian ESDM Jisman P Hutajulu menyebut, Pulau Jawa dan Bali masih terjadi kelebihan pasokan listrik yang cukup besar.",detikFinance,1
"detikHotKamis, 18 Jan 2024 12:35 WIB",Pertimbangan Mona Ratuliu Nekat Renovasi Rumah Meski Tabungan Seadanya,"Mona Ratuliu tetap nekat merenovasi rumah meski tabungan seadanya. Kini rumah yang ditargetkan selesai 6 bulan, masih dalam proses penyelesaian.",detikHot,1
"detikFinanceKamis, 18 Jan 2024 10:33 WIB",Hotman Paris Bersurat hingga Luhut Minta Pajak Hiburan 40-75% Ditunda,Pengacara kondang Hotman Paris ternyata menyurati Menko Kemaritiman dan Investasi Luhut Binsar Pandjaitan untuk menunda pelaksanaan pajak hiburan jadi 40-75%.,detikFinance,1
"detikBaliKamis, 18 Jan 2024 09:54 WIB","Ikon Denpasar, Lapangan Puputan Margarana Akan Direvitalisasi Tahun Ini","Lapangan Puputan Margarana Niti Mandala, Renon, Denpasar, bakal direvitalisasi, pada tahun ini. Akan dilengkapi ruang bermain anak, toilet, hingga pujasera.",detikBali,1
"detikHealthKamis, 18 Jan 2024 09:31 WIB","Ngeri, Ilmuwan China Uji Virus Mematikan Mirip COVID-19","Para ilmuwan China tengah menguji virus mematikan mirip COVID, dijuluki GX_P2V. Virus tersebut memiliki tingkat kematian 100 persen pada tikus.",detikHealth,1
"detikOtoKamis, 18 Jan 2024 08:07 WIB","Penjualan Mobil Mentok 1 Jutaan Unit, Apa Harganya Sudah Kemahalan?",Kenapa penjualan mobil di Indonesia mentok di angka 1 jutaan. Apa gara-gara harganya sudah kemahalan?,detikOto,1
"detikHealthKamis, 18 Jan 2024 08:03 WIB",Prancis Catat Rekor Angka Kelahiran Terendah Sejak Perang Dunia Kedua,"Prancis mencatat rekor terendah angka kelahiran sejak perang dunia kedua, tetapi populasi secara keseluruhan masih relatif sedikit meningkat.",detikHealth,1
